,setor,matricula,cargo,funcao,salario,mes
670,27º GABINETE DE VEREADOR,40533,VEREADOR,VEREADOR,14264.65,12
671,27º GABINETE DE VEREADOR,25550,CHEFE DE GABINETE,CHEFE DE GABINETE,14861.67,12
672,27º GABINETE DE VEREADOR,21485,ASSESSOR ESPECIAL PARLAMENTAR,,16006.63,12
673,27º GABINETE DE VEREADOR,28238,ASSESSOR ESPECIAL DE GABINETE,,4861.81,12
674,27º GABINETE DE VEREADOR,28243,ASSESSOR  PARLAMENTAR,,6982.8,12
675,27º GABINETE DE VEREADOR,28250,ASSESSOR ESPECIAL PARLAMENTAR,,7680.53,12
676,27º GABINETE DE VEREADOR,28251,COORDENADOR ESPECIAL LEGISLATIVO,,12986.54,12
677,27º GABINETE DE VEREADOR,28252,ASSESSOR ESPECIAL PARLAMENTAR,,7576.26,12
678,27º GABINETE DE VEREADOR,28254,COORDENADOR ESPECIAL DE GABINETE,,10639.69,12
679,27º GABINETE DE VEREADOR,28526,ASSESSOR ESPECIAL PARLAMENTAR,,7235.87,12
680,27º GABINETE DE VEREADOR,28587,ASSESSOR ESPECIAL PARLAMENTAR,,7539.43,12
681,27º GABINETE DE VEREADOR,28597,ASSESSOR ESPECIAL DE APOIO PARLAMENTAR,,3671.25,12
682,27º GABINETE DE VEREADOR,29517,ASSESSOR ESPECIAL PARLAMENTAR,,7235.87,12
683,27º GABINETE DE VEREADOR,29567,ASSESSOR ESPECIAL PARLAMENTAR,,7444.42,12
684,27º GABINETE DE VEREADOR,51947,COMISSIONADO,,3705.17,12
685,27º GABINETE DE VEREADOR,52431,COMISSIONADO,,3664.95,12
686,27º GABINETE DE VEREADOR,230145,ASSESSOR ESPECIAL PARLAMENTAR,,7235.87,12
687,27º GABINETE DE VEREADOR,230284,ASSESSOR ESPECIAL DE APOIO PARLAMENTAR,,3377.27,12
688,27º GABINETE DE VEREADOR,230374,ASSESSOR ESPECIAL DE APOIO PARLAMENTAR,,3274.49,12
689,27º GABINETE DE VEREADOR,230864,ASSESSOR DE APOIO PARLAMENTAR,,2249.93,12
690,27º GABINETE DE VEREADOR,230877,ASSESSOR DE APOIO PARLAMENTAR,,1962.87,12
691,28º GABINETE DE VEREADOR,40545,VEREADOR,VEREADOR,12820.31,12
692,28º GABINETE DE VEREADOR,231007,CHEFE DE GABINETE,CHEFE DE GABINETE,15632.87,12
693,28º GABINETE DE VEREADOR,24691,ASSESSOR ESPECIAL PARLAMENTAR,,7628.39,12
694,28º GABINETE DE VEREADOR,28742,ASSESSOR ESPECIAL PARLAMENTAR,,7576.26,12
695,28º GABINETE DE VEREADOR,29049,COORDENADOR ESPECIAL DE GABINETE,,10743.97,12
696,28º GABINETE DE VEREADOR,29650,ASSESSOR ESPECIAL PARLAMENTAR,,7235.87,12
697,28º GABINETE DE VEREADOR,29708,ASSESSOR DE GABINETE,,3874.45,12
698,28º GABINETE DE VEREADOR,52197,COMISSIONADO,,3733.61,12
699,28º GABINETE DE VEREADOR,52401,COMISSIONADO,,3664.95,12
700,28º GABINETE DE VEREADOR,230124,ASSESSOR ESPECIAL DE APOIO PARLAMENTAR,,2890.16,12
701,28º GABINETE DE VEREADOR,230383,ASSESSOR ESPECIAL DE APOIO PARLAMENTAR,,3422.83,12
702,28º GABINETE DE VEREADOR,230742,ASSESSOR ESPECIAL DE APOIO PARLAMENTAR,,3348.83,12
703,28º GABINETE DE VEREADOR,230786,ASSESSOR ESPECIAL LEGISLATIVO,,4966.94,12
704,28º GABINETE DE VEREADOR,230959,ASSESSOR ESPECIAL DE APOIO PARLAMENTAR,,3311.32,12
705,28º GABINETE DE VEREADOR,231044,ASSESSOR ESPECIAL DE APOIO PARLAMENTAR,,3368.2,12
706,29º GABINETE DE VEREADOR,40392,VEREADOR,VEREADOR,14368.93,12
707,29º GABINETE DE VEREADOR,23001,CHEFE DE GABINETE,CHEFE DE GABINETE,18015.94,12
708,29º GABINETE DE VEREADOR,23010,ASSESSOR DE APOIO PARLAMENTAR,ASSISTENTE DE IMPRENSA,8558.94,12
709,29º GABINETE DE VEREADOR,23052,ASSESSOR DE GABINETE,,6081.71,12
710,29º GABINETE DE VEREADOR,23427,COORDENADOR ESPECIAL DE GABINETE,,14976.79,12
711,29º GABINETE DE VEREADOR,24302,COORDENADOR ESPECIAL LEGISLATIVO,,13719.13,12
712,29º GABINETE DE VEREADOR,24515,ASSESSOR ESPECIAL DE GABINETE,,6495.04,12
713,29º GABINETE DE VEREADOR,24986,ASSESSOR ESPECIAL PARLAMENTAR,,8360.9,12
714,29º GABINETE DE VEREADOR,26455,COORDENADOR ESPECIAL DE GABINETE,,10743.97,12
715,29º GABINETE DE VEREADOR,27142,ASSESSOR ESPECIAL PARLAMENTAR,,7933.66,12
716,29º GABINETE DE VEREADOR,27585,ASSESSOR ESPECIAL PARLAMENTAR,,7933.66,12
717,29º GABINETE DE VEREADOR,27861,ASSESSOR ESPECIAL DE APOIO PARLAMENTAR,,2628.34,12
718,29º GABINETE DE VEREADOR,28786,ASSESSOR ESPECIAL PARLAMENTAR,,7680.53,12
719,29º GABINETE DE VEREADOR,29122,COORDENADOR ESPECIAL LEGISLATIVO,,13562.72,12
720,29º GABINETE DE VEREADOR,29653,ASSESSOR DE GABINETE,,3959.77,12
721,29º GABINETE DE VEREADOR,230855,COORDENADOR ESPECIAL DE GABINETE,,10602.86,12
722,29º GABINETE DE VEREADOR,230860,ASSESSOR DE APOIO PARLAMENTAR,,2081.95,12
723,30º GABINETE DE VEREADOR,40504,VEREADOR,VEREADOR,0.0,12
724,30º GABINETE DE VEREADOR,40594,VEREADOR,VEREADOR,14197.21,12
725,30º GABINETE DE VEREADOR,230648,CHEFE DE GABINETE,CHEFE DE GABINETE,14124.71,12
726,30º GABINETE DE VEREADOR,230647,ASSESSOR ESPECIAL PARLAMENTAR,,7235.87,12
727,30º GABINETE DE VEREADOR,230649,ASSESSOR ESPECIAL DE APOIO PARLAMENTAR,,3506.83,12
728,30º GABINETE DE VEREADOR,230650,ASSESSOR ESPECIAL DE APOIO PARLAMENTAR,,3397.32,12
729,30º GABINETE DE VEREADOR,230651,ASSESSOR ESPECIAL DE APOIO PARLAMENTAR,,3348.83,12
730,30º GABINETE DE VEREADOR,230652,ASSESSOR DE GABINETE,,3874.45,12
731,30º GABINETE DE VEREADOR,230654,ASSESSOR DE GABINETE,,3874.45,12
732,30º GABINETE DE VEREADOR,230655,ASSESSOR DE GABINETE,,3914.75,12
733,30º GABINETE DE VEREADOR,230663,ASSESSOR DE APOIO PARLAMENTAR,,2195.53,12
734,30º GABINETE DE VEREADOR,230664,COORDENADOR ESPECIAL LEGISLATIVO,,12341.6,12
735,30º GABINETE DE VEREADOR,230681,COORDENADOR ESPECIAL LEGISLATIVO,,12393.74,12
736,30º GABINETE DE VEREADOR,230683,ASSESSOR ESPECIAL PARLAMENTAR,,7235.87,12
737,30º GABINETE DE VEREADOR,230749,COORDENADOR ESPECIAL LEGISLATIVO,,12393.74,12
738,30º GABINETE DE VEREADOR,230808,COORDENADOR ESPECIAL LEGISLATIVO,,12341.6,12
739,30º GABINETE DE VEREADOR,230839,ASSESSOR DE GABINETE,,3959.77,12
740,30º GABINETE DE VEREADOR,230942,ASSESSOR DE GABINETE,,3991.82,12
741,30º GABINETE DE VEREADOR,230952,COORDENADOR ESPECIAL DE GABINETE,,10639.69,12
742,30º GABINETE DE VEREADOR,230960,ASSESSOR ESPECIAL PARLAMENTAR,,7235.87,12
743,31º GABINETE DE VEREADOR,40534,VEREADOR,VEREADOR,0.0,12
744,31º GABINETE DE VEREADOR,40546,VEREADOR,VEREADOR,0.0,12
745,31º GABINETE DE VEREADOR,40590,VEREADOR,VEREADOR,14301.48,12
746,31º GABINETE DE VEREADOR,230533,CHEFE DE GABINETE,CHEFE DE GABINETE,14228.98,12
747,31º GABINETE DE VEREADOR,28853,ASSESSOR  PARLAMENTAR,,6670.68,12
748,31º GABINETE DE VEREADOR,52441,COMISSIONADO,,0.0,12
749,31º GABINETE DE VEREADOR,230696,COORDENADOR ESPECIAL LEGISLATIVO,,12341.6,12
750,31º GABINETE DE VEREADOR,230698,ASSESSOR ESPECIAL LEGISLATIVO,,4966.94,12
751,31º GABINETE DE VEREADOR,230699,COORDENADOR ESPECIAL DE GABINETE,,10743.97,12
752,31º GABINETE DE VEREADOR,230700,ASSESSOR ESPECIAL DE GABINETE,,5638.24,12
753,31º GABINETE DE VEREADOR,230701,ASSESSOR ESPECIAL DE GABINETE,,5690.38,12
754,31º GABINETE DE VEREADOR,230702,ASSESSOR ESPECIAL PARLAMENTAR,,7340.15,12
755,31º GABINETE DE VEREADOR,230705,COORDENADOR ESPECIAL LEGISLATIVO,,12039.97,12
756,31º GABINETE DE VEREADOR,230745,COORDENADOR ESPECIAL LEGISLATIVO,,12341.6,12
757,31º GABINETE DE VEREADOR,230845,ASSESSOR ESPECIAL LEGISLATIVO,,4966.94,12
758,31º GABINETE DE VEREADOR,230878,ASSESSOR ESPECIAL PARLAMENTAR,,7444.42,12
759,31º GABINETE DE VEREADOR,230909,ASSESSOR ESPECIAL DE APOIO PARLAMENTAR,,3396.64,12
760,31º GABINETE DE VEREADOR,230994,ASSESSOR DE GABINETE,,3959.77,12
761,31º GABINETE DE VEREADOR,230998,ASSESSOR  PARLAMENTAR,,6774.95,12
762,31º GABINETE DE VEREADOR,231029,ASSESSOR ESPECIAL DE GABINETE,,5533.97,12
763,32º GABINETE DE VEREADOR,40542,VEREADOR,VEREADOR,02ª VICE-PRESIDÊNCIA,12
764,32º GABINETE DE VEREADOR,24807,CHEFE DE GABINETE,CHEFE DE GABINETE,16350.72,12
765,32º GABINETE DE VEREADOR,22963,ASSESSOR ESPECIAL PARLAMENTAR,,7576.26,12
766,32º GABINETE DE VEREADOR,23472,ASSESSOR ESPECIAL DE APOIO PARLAMENTAR,,3325.0,12
767,32º GABINETE DE VEREADOR,23967,ASSESSOR ESPECIAL PARLAMENTAR,,7985.8,12
768,32º GABINETE DE VEREADOR,24697,ASSESSOR ESPECIAL PARLAMENTAR,,7288.01,12
769,32º GABINETE DE VEREADOR,25897,COORDENADOR ESPECIAL LEGISLATIVO,,13266.01,12
770,32º GABINETE DE VEREADOR,28790,COORDENADOR ESPECIAL LEGISLATIVO,,12554.73,12
771,32º GABINETE DE VEREADOR,28791,ASSESSOR DE GABINETE,,4036.37,12
772,32º GABINETE DE VEREADOR,28798,ASSESSOR DE GABINETE,,3153.84,12
773,32º GABINETE DE VEREADOR,28832,COORDENADOR ESPECIAL LEGISLATIVO,,12341.6,12
774,32º GABINETE DE VEREADOR,28881,ASSESSOR ESPECIAL LEGISLATIVO,,5193.87,12
775,32º GABINETE DE VEREADOR,29415,ASSESSOR ESPECIAL DE GABINETE,,5789.25,12
776,32º GABINETE DE VEREADOR,29444,ASSESSOR ESPECIAL PARLAMENTAR,,7235.87,12
777,32º GABINETE DE VEREADOR,230157,COORDENADOR ESPECIAL LEGISLATIVO,,12341.6,12
778,32º GABINETE DE VEREADOR,230181,ASSESSOR DE APOIO PARLAMENTAR,,1679.69,12
779,32º GABINETE DE VEREADOR,230506,ASSESSOR ESPECIAL DE APOIO PARLAMENTAR,,3348.83,12
780,32º GABINETE DE VEREADOR,230941,ASSESSOR DE APOIO PARLAMENTAR,,2351.93,12
781,33º GABINETE DE VEREADOR,40446,VEREADOR,VEREADOR,PRESIDÊNCIA,12
782,33º GABINETE DE VEREADOR,22458,CHEFE DE GABINETE,CHEFE DE GABINETE,18052.77,12
783,33º GABINETE DE VEREADOR,23662,ASSESSOR DE GABINETE,,5359.55,12
784,33º GABINETE DE VEREADOR,24166,ASSESSOR ESPECIAL PARLAMENTAR,,7547.28,12
785,33º GABINETE DE VEREADOR,26004,ASSESSOR ESPECIAL PARLAMENTAR,,8001.1,12
786,33º GABINETE DE VEREADOR,26594,ASSESSOR ESPECIAL PARLAMENTAR,,7985.8,12
787,33º GABINETE DE VEREADOR,27049,ASSESSOR ESPECIAL DE GABINETE,,5498.5,12
788,33º GABINETE DE VEREADOR,27264,ASSESSOR DE GABINETE,,4291.69,12
789,33º GABINETE DE VEREADOR,27288,ASSESSOR DE GABINETE,,4249.03,12
790,33º GABINETE DE VEREADOR,28890,COORDENADOR ESPECIAL LEGISLATIVO,,12989.4,12
791,33º GABINETE DE VEREADOR,29601,ASSESSOR ESPECIAL DE APOIO PARLAMENTAR,,3431.29,12
792,33º GABINETE DE VEREADOR,29721,ASSESSOR ESPECIAL DE APOIO PARLAMENTAR,,3189.52,12
793,33º GABINETE DE VEREADOR,52120,COMISSIONADO,,0.0,12
794,33º GABINETE DE VEREADOR,230080,ASSESSOR  PARLAMENTAR,,6670.68,12
795,33º GABINETE DE VEREADOR,230814,ASSESSOR  PARLAMENTAR,,6383.67,12
796,33º GABINETE DE VEREADOR,230815,ASSESSOR DE GABINETE,,3874.45,12
797,33º GABINETE DE VEREADOR,230938,COORDENADOR ESPECIAL LEGISLATIVO,,12393.74,12
798,33º GABINETE DE VEREADOR,230968,ASSESSOR DE APOIO PARLAMENTAR,,2249.93,12
799,33º GABINETE DE VEREADOR,230969,COORDENADOR ESPECIAL LEGISLATIVO,,12445.87,12
800,34º GABINETE DE VEREADOR,40521,VEREADOR - SUPLENTE,VEREADOR - SUPLENTE,0.0,12
801,34º GABINETE DE VEREADOR,40564,VEREADOR,VEREADOR,14301.48,12
802,34º GABINETE DE VEREADOR,25283,CHEFE DE GABINETE,CHEFE DE GABINETE,15528.6,12
803,34º GABINETE DE VEREADOR,23015,ASSESSOR  PARLAMENTAR,,8409.77,12
804,34º GABINETE DE VEREADOR,27219,ASSESSOR  PARLAMENTAR,,6670.68,12
805,34º GABINETE DE VEREADOR,29363,ASSESSOR  PARLAMENTAR,,6774.95,12
806,34º GABINETE DE VEREADOR,29820,ASSESSOR ESPECIAL LEGISLATIVO,,5071.21,12
807,34º GABINETE DE VEREADOR,52234,COMISSIONADO,,3705.17,12
808,34º GABINETE DE VEREADOR,52350,COMISSIONADO,,3733.61,12
809,34º GABINETE DE VEREADOR,230193,ASSESSOR ESPECIAL DE GABINETE,,5533.97,12
810,34º GABINETE DE VEREADOR,230314,ASSESSOR ESPECIAL PARLAMENTAR,,7235.87,12
811,34º GABINETE DE VEREADOR,230659,ASSESSOR ESPECIAL PARLAMENTAR,,7235.87,12
812,34º GABINETE DE VEREADOR,230866,ASSESSOR ESPECIAL PARLAMENTAR,,7235.87,12
813,34º GABINETE DE VEREADOR,230921,ASSESSOR DE APOIO PARLAMENTAR,,2351.93,12
814,34º GABINETE DE VEREADOR,230929,ASSESSOR  PARLAMENTAR,,6670.68,12
815,34º GABINETE DE VEREADOR,230930,ASSESSOR ESPECIAL DE GABINETE,,5533.97,12
816,34º GABINETE DE VEREADOR,231005,ASSESSOR ESPECIAL DE GABINETE,,5533.97,12
817,34º GABINETE DE VEREADOR,231045,ASSESSOR ESPECIAL DE APOIO PARLAMENTAR,,3396.64,12
818,35º GABINETE DE VEREADOR,40491,VEREADOR - SUPLENTE,VEREADOR - SUPLENTE,0.0,12
819,35º GABINETE DE VEREADOR,40345,VEREADOR,VEREADOR,0.0,12
820,35º GABINETE DE VEREADOR,40494,VEREADOR,VEREADOR,0.0,12
821,35º GABINETE DE VEREADOR,40592,VEREADOR,VEREADOR,14405.76,12
822,35º GABINETE DE VEREADOR,230657,CHEFE DE GABINETE,CHEFE DE GABINETE,14124.71,12
823,35º GABINETE DE VEREADOR,230692,ASSESSOR ESPECIAL LEGISLATIVO,ASSISTENTE DE IMPRENSA,4966.94,12
824,35º GABINETE DE VEREADOR,23317,COORDENADOR ESPECIAL LEGISLATIVO,,13093.68,12
825,35º GABINETE DE VEREADOR,28478,ASSESSOR ESPECIAL PARLAMENTAR,,7235.87,12
826,35º GABINETE DE VEREADOR,51534,COMISSIONADO,,3664.95,12
827,35º GABINETE DE VEREADOR,52372,COMISSIONADO,,2342.64,12
828,35º GABINETE DE VEREADOR,230562,COORDENADOR ESPECIAL LEGISLATIVO,,13666.99,12
829,35º GABINETE DE VEREADOR,230592,ASSESSOR ESPECIAL PARLAMENTAR,,7235.87,12
830,35º GABINETE DE VEREADOR,230610,ASSESSOR ESPECIAL PARLAMENTAR,,7340.15,12
831,35º GABINETE DE VEREADOR,230615,COORDENADOR ESPECIAL DE GABINETE,,10639.69,12
832,35º GABINETE DE VEREADOR,230619,ASSESSOR ESPECIAL DE APOIO PARLAMENTAR,,3339.76,12
833,35º GABINETE DE VEREADOR,230623,ASSESSOR ESPECIAL PARLAMENTAR,,7235.87,12
834,35º GABINETE DE VEREADOR,230624,ASSESSOR ESPECIAL DE APOIO PARLAMENTAR,,3311.32,12
835,35º GABINETE DE VEREADOR,230628,ASSESSOR ESPECIAL LEGISLATIVO,,4966.94,12
836,35º GABINETE DE VEREADOR,230638,ASSESSOR ESPECIAL PARLAMENTAR,,7444.42,12
837,35º GABINETE DE VEREADOR,230791,ASSESSOR DE GABINETE,,3874.45,12
838,35º GABINETE DE VEREADOR,230859,ASSESSOR DE GABINETE,,359.89,12
839,35º GABINETE DE VEREADOR,230925,ASSESSOR ESPECIAL DE GABINETE,,5533.97,12
840,35º GABINETE DE VEREADOR,230963,ASSESSOR DE GABINETE,,3874.45,12
841,35º GABINETE DE VEREADOR,231008,ASSESSOR ESPECIAL DE APOIO PARLAMENTAR,,3311.32,12
842,35º GABINETE DE VEREADOR,231050,ASSESSOR DE GABINETE,,1468.53,12
843,36º GABINETE DE VEREADOR,40506,VEREADOR,VEREADOR,14249.35,12
844,36º GABINETE DE VEREADOR,28745,CHEFE DE GABINETE,CHEFE DE GABINETE,16283.27,12
845,36º GABINETE DE VEREADOR,24068,ASSESSOR DE GABINETE,,4368.5,12
846,36º GABINETE DE VEREADOR,26340,ASSESSOR ESPECIAL LEGISLATIVO,,5432.15,12
847,36º GABINETE DE VEREADOR,27281,ASSESSOR  PARLAMENTAR,,7325.84,12
848,36º GABINETE DE VEREADOR,28571,ASSESSOR ESPECIAL LEGISLATIVO,,5193.87,12
849,36º GABINETE DE VEREADOR,29408,ASSESSOR ESPECIAL LEGISLATIVO,,4930.11,12
850,36º GABINETE DE VEREADOR,29910,ASSESSOR ESPECIAL LEGISLATIVO,,4041.74,12
851,36º GABINETE DE VEREADOR,29976,ASSESSOR ESPECIAL DE APOIO PARLAMENTAR,,3581.98,12
852,36º GABINETE DE VEREADOR,52246,COMISSIONADO,,0.0,12
853,36º GABINETE DE VEREADOR,52409,COMISSIONADO,,2328.42,12
854,36º GABINETE DE VEREADOR,230093,ASSESSOR ESPECIAL DE APOIO PARLAMENTAR,,3340.44,12
855,36º GABINETE DE VEREADOR,230241,ASSESSOR ESPECIAL LEGISLATIVO,,4966.94,12
856,36º GABINETE DE VEREADOR,230404,ASSESSOR DE GABINETE,,3959.77,12
857,36º GABINETE DE VEREADOR,230489,ASSESSOR ESPECIAL LEGISLATIVO,,4966.94,12
858,36º GABINETE DE VEREADOR,230794,ASSESSOR ESPECIAL DE GABINETE,,5533.97,12
859,36º GABINETE DE VEREADOR,230973,ASSESSOR ESPECIAL DE APOIO PARLAMENTAR,,3302.93,12
860,36º GABINETE DE VEREADOR,230974,ASSESSOR ESPECIAL DE APOIO PARLAMENTAR,,3311.32,12
861,36º GABINETE DE VEREADOR,231041,COORDENADOR ESPECIAL LEGISLATIVO,,12341.6,12
862,36º GABINETE DE VEREADOR,231046,ASSESSOR DE GABINETE,,3874.45,12
863,37º GABINETE DE VEREADOR,40557,VEREADOR,VEREADOR,01ª VICE-PRESIDÊNCIA,12
864,37º GABINETE DE VEREADOR,29950,CHEFE DE GABINETE,CHEFE DE GABINETE,14176.85,12
865,37º GABINETE DE VEREADOR,25706,ASSESSOR  PARLAMENTAR,,6670.68,12
866,37º GABINETE DE VEREADOR,29065,ASSESSOR ESPECIAL DE APOIO PARLAMENTAR,,3459.15,12
867,37º GABINETE DE VEREADOR,29429,COORDENADOR ESPECIAL LEGISLATIVO,,12341.6,12
868,37º GABINETE DE VEREADOR,29431,ASSESSOR  PARLAMENTAR,,6670.68,12
869,37º GABINETE DE VEREADOR,29556,ASSESSOR ESPECIAL LEGISLATIVO,,4930.11,12
870,37º GABINETE DE VEREADOR,29682,ASSESSOR ESPECIAL LEGISLATIVO,,4966.94,12
871,37º GABINETE DE VEREADOR,52172,COMISSIONADO,,2588.88,12
872,37º GABINETE DE VEREADOR,52384,COMISSIONADO,,0.0,12
873,37º GABINETE DE VEREADOR,230064,ASSESSOR ESPECIAL PARLAMENTAR,,4269.18,12
874,37º GABINETE DE VEREADOR,230197,ASSESSOR ESPECIAL LEGISLATIVO,,5175.49,12
875,37º GABINETE DE VEREADOR,230488,ASSESSOR ESPECIAL PARLAMENTAR,,7340.15,12
876,37º GABINETE DE VEREADOR,230513,ASSESSOR ESPECIAL DE GABINETE,,5586.1,12
877,37º GABINETE DE VEREADOR,230851,ASSESSOR  PARLAMENTAR,,6670.68,12
878,37º GABINETE DE VEREADOR,230853,ASSESSOR  PARLAMENTAR,,6670.68,12
879,37º GABINETE DE VEREADOR,230892,ASSESSOR DE APOIO PARLAMENTAR,,2249.93,12
880,37º GABINETE DE VEREADOR,230916,ASSESSOR ESPECIAL LEGISLATIVO,,4966.94,12
881,37º GABINETE DE VEREADOR,230928,COORDENADOR ESPECIAL LEGISLATIVO,,12341.6,12
882,37º GABINETE DE VEREADOR,230934,ASSESSOR ESPECIAL LEGISLATIVO,,4966.94,12
883,37º GABINETE DE VEREADOR,231032,ASSESSOR DE GABINETE,,3874.45,12
884,38º GABINETE DE VEREADOR,40374,VEREADOR,VEREADOR,0.0,12
885,38º GABINETE DE VEREADOR,40593,VEREADOR,VEREADOR,14197.21,12
886,38º GABINETE DE VEREADOR,230585,CHEFE DE GABINETE,CHEFE DE GABINETE,14176.85,12
887,38º GABINETE DE VEREADOR,21844,ASSESSOR ESPECIAL PARLAMENTAR,,10580.51,12
888,38º GABINETE DE VEREADOR,23732,ASSESSOR DE GABINETE,,5270.58,12
889,38º GABINETE DE VEREADOR,25657,ASSESSOR ESPECIAL PARLAMENTAR,,6297.73,12
890,38º GABINETE DE VEREADOR,26020,ASSESSOR ESPECIAL PARLAMENTAR,,7979.65,12
891,38º GABINETE DE VEREADOR,27148,ASSESSOR ESPECIAL LEGISLATIVO,,5432.15,12
892,38º GABINETE DE VEREADOR,28583,ASSESSOR ESPECIAL PARLAMENTAR,,7933.66,12
893,38º GABINETE DE VEREADOR,28764,ASSESSOR DE GABINETE,,3575.13,12
894,38º GABINETE DE VEREADOR,29107,ASSESSOR ESPECIAL PARLAMENTAR,,7235.87,12
895,38º GABINETE DE VEREADOR,29597,ASSESSOR ESPECIAL PARLAMENTAR,,7340.15,12
896,38º GABINETE DE VEREADOR,29775,ASSESSOR ESPECIAL LEGISLATIVO,,4966.94,12
897,38º GABINETE DE VEREADOR,29785,ASSESSOR ESPECIAL DE GABINETE,,5533.97,12
898,38º GABINETE DE VEREADOR,52436,COMISSIONADO,,3664.95,12
899,38º GABINETE DE VEREADOR,230583,ASSESSOR ESPECIAL DE APOIO PARLAMENTAR,,3508.56,12
900,38º GABINETE DE VEREADOR,230825,COORDENADOR ESPECIAL DE GABINETE,,10639.69,12
901,38º GABINETE DE VEREADOR,230838,ASSESSOR ESPECIAL DE GABINETE,,5638.24,12
902,38º GABINETE DE VEREADOR,230944,ASSESSOR ESPECIAL LEGISLATIVO,,4966.94,12
903,38º GABINETE DE VEREADOR,230949,ASSESSOR ESPECIAL LEGISLATIVO,,4966.94,12
904,39º GABINETE DE VEREADOR,40565,VEREADOR,VEREADOR,11241.93,12
905,39º GABINETE DE VEREADOR,29276,CHEFE DE GABINETE,CHEFE DE GABINETE,15632.87,12
906,39º GABINETE DE VEREADOR,26357,ASSESSOR ESPECIAL PARLAMENTAR,,7235.87,12
907,39º GABINETE DE VEREADOR,29275,ASSESSOR ESPECIAL PARLAMENTAR,,7235.87,12
908,39º GABINETE DE VEREADOR,29285,ASSESSOR DE GABINETE,,3140.11,12
909,39º GABINETE DE VEREADOR,29379,ASSESSOR DE GABINETE,,3874.45,12
910,39º GABINETE DE VEREADOR,29387,COORDENADOR ESPECIAL DE GABINETE,,10639.69,12
911,39º GABINETE DE VEREADOR,29427,COORDENADOR ESPECIAL LEGISLATIVO,,10200.55,12
912,39º GABINETE DE VEREADOR,29743,ASSESSOR ESPECIAL DE APOIO PARLAMENTAR,,2976.27,12
913,39º GABINETE DE VEREADOR,52240,COMISSIONADO,,3762.05,12
914,39º GABINETE DE VEREADOR,52419,COMISSIONADO,,3733.61,12
915,39º GABINETE DE VEREADOR,230101,ASSESSOR ESPECIAL PARLAMENTAR,,7288.01,12
916,39º GABINETE DE VEREADOR,230121,COORDENADOR ESPECIAL DE GABINETE,,10108.09,12
917,39º GABINETE DE VEREADOR,230191,ASSESSOR ESPECIAL DE APOIO PARLAMENTAR,,3368.2,12
918,39º GABINETE DE VEREADOR,230386,ASSESSOR ESPECIAL DE APOIO PARLAMENTAR,,3348.83,12
919,39º GABINETE DE VEREADOR,230399,ASSESSOR  PARLAMENTAR,,6722.82,12
920,39º GABINETE DE VEREADOR,230416,ASSESSOR ESPECIAL PARLAMENTAR,,7235.87,12
921,39º GABINETE DE VEREADOR,230418,ASSESSOR  PARLAMENTAR,,6670.68,12
922,39º GABINETE DE VEREADOR,230818,ASSESSOR  PARLAMENTAR,,6879.23,12
923,39º GABINETE DE VEREADOR,230905,ASSESSOR DE GABINETE,,3874.45,12
924,39º GABINETE DE VEREADOR,231043,ASSESSOR ESPECIAL DE APOIO PARLAMENTAR,,3396.64,12
925,40º GABINETE DE VEREADOR,40573,VEREADOR - SUPLENTE,VEREADOR - SUPLENTE,0.0,12
926,40º GABINETE DE VEREADOR,40579,VEREADOR - SUPLENTE,VEREADOR - SUPLENTE,0.0,12
927,40º GABINETE DE VEREADOR,40531,VEREADOR,VEREADOR,0.0,12
928,40º GABINETE DE VEREADOR,40532,VEREADOR,VEREADOR,0.0,12
929,40º GABINETE DE VEREADOR,40583,VEREADOR,VEREADOR,14301.48,12
930,40º GABINETE DE VEREADOR,230571,CHEFE DE GABINETE,CHEFE DE GABINETE,14124.71,12
931,40º GABINETE DE VEREADOR,22343,ASSESSOR ESPECIAL PARLAMENTAR,,10134.45,12
932,40º GABINETE DE VEREADOR,23223,ASSESSOR ESPECIAL DE GABINETE,,5789.25,12
933,40º GABINETE DE VEREADOR,25545,COORDENADOR ESPECIAL DE GABINETE,,12405.43,12
934,40º GABINETE DE VEREADOR,25716,ASSESSOR  PARLAMENTAR,,6670.68,12
935,40º GABINETE DE VEREADOR,27361,ASSESSOR ESPECIAL DE GABINETE,,5789.25,12
936,40º GABINETE DE VEREADOR,27712,ASSESSOR ESPECIAL PARLAMENTAR,,7288.01,12
937,40º GABINETE DE VEREADOR,52020,COMISSIONADO,,3664.95,12
938,40º GABINETE DE VEREADOR,230551,COORDENADOR ESPECIAL DE GABINETE,,10639.69,12
939,40º GABINETE DE VEREADOR,230552,ASSESSOR ESPECIAL DE APOIO PARLAMENTAR,,3396.83,12
940,40º GABINETE DE VEREADOR,230558,ASSESSOR ESPECIAL LEGISLATIVO,,5193.87,12
941,40º GABINETE DE VEREADOR,230559,ASSESSOR ESPECIAL PARLAMENTAR,,7235.87,12
942,40º GABINETE DE VEREADOR,230563,ASSESSOR  PARLAMENTAR,,6670.68,12
943,40º GABINETE DE VEREADOR,230566,ASSESSOR ESPECIAL PARLAMENTAR,,7235.87,12
944,40º GABINETE DE VEREADOR,230784,ASSESSOR ESPECIAL DE APOIO PARLAMENTAR,,3348.83,12
945,40º GABINETE DE VEREADOR,230895,ASSESSOR  PARLAMENTAR,,6670.68,12
